date;total_heat_load;total_mass_flow;total_temp_feed_flow;total_temp_back_flow
2016-01-01 00:00:00;53.98358437020473;311.92147761956943;80.39361222473173;39.05195004544947
2016-01-01 01:00:00;53.419523792072276;308.40869131791555;80.40695080887622;39.031283557116694
2016-01-01 02:00:00;53.07148405847128;307.9072716405419;80.44751780870428;39.274465958839414
2016-01-01 03:00:00;53.79161027360352;311.0175155261277;80.54700886316789;39.232673873831345
2016-01-01 04:00:00;56.333398115765576;322.422384244103;80.8831914696076;39.14701838568078
2016-01-01 05:00:00;59.384076820118736;341.84253020547743;80.77182034143027;39.27495149539561
2016-01-01 06:00:00;61.11662413013012;349.86258624549566;81.33019528745666;39.60150990966008
2016-01-01 07:00:00;61.32863316512023;357.3512814855261;80.93248838246922;39.93668375426148
2016-01-01 08:00:00;62.141487070482064;370.11161530766856;80.28802344648705;40.18108305794351
2016-01-01 09:00:00;62.86311831726304;371.7289580207695;80.86938002518406;40.47307453754456
2016-01-01 10:00:00;64.08862801961962;373.50640079974806;81.34874663841651;40.36066300272978
2016-01-01 11:00:00;63.04390339880824;370.5580564760617;80.81764634590843;40.177136954451555
2016-01-01 12:00:00;61.37142555221784;368.1109613063159;80.71681120772507;40.8914323191716
2016-01-01 13:00:00;59.85004340955777;354.96470333116184;80.89779968288866;40.621301912472745
2016-01-01 14:00:00;58.51550894809474;348.169515267511;80.6237001025097;40.476735951773094
2016-01-01 15:00:00;58.40754393556168;346.0035826115532;80.68832205785384;40.36462250077676
2016-01-01 16:00:00;58.62155188853159;345.4339713921258;80.65797133237066;40.11980652396079
2016-01-01 17:00:00;57.426100562208035;337.0764067357213;80.75666501580884;40.06058748190236
2016-01-01 18:00:00;56.5890715199998;331.333113508952;80.80652006311828;40.008457129166004
2016-01-01 19:00:00;55.14639744142269;322.0358538230851;80.79098739052534;39.885210855693515
2016-01-01 20:00:00;54.258656729278;314.5598482597983;80.96042450944975;39.756623165801216
2016-01-01 21:00:00;53.293463042449105;309.59742894015744;80.97642049313038;39.8569085174891
2016-01-01 22:00:00;51.18435998425639;296.70539668625355;81.10873889194124;39.90059154007213
2016-01-01 23:00:00;49.93863457945174;287.7684199888003;81.17557256024571;39.721740494237395
2016-01-02 00:00:00;50.04402879757262;286.3654898547404;81.14673096306217;39.40190607786502
2016-01-02 01:00:00;50.87960295148394;291.21165198266;81.07643788854199;39.340890581468955
2016-01-02 02:00:00;51.262891225384;294.43561384601594;81.00098249077797;39.41147664055279
2016-01-02 03:00:00;52.59173646457206;299.16767059025426;81.07823725398316;39.08550222278268
2016-01-02 04:00:00;53.76121725953205;307.40171049452493;80.89641858153578;39.119737426979896
2016-01-02 05:00:00;55.76248134923829;319.4282326100119;80.88793572931905;39.187531460675814
2016-01-02 06:00:00;56.98608542368213;327.4126290756246;80.80804731237487;39.2318766406641
2016-01-02 07:00:00;60.199075532795156;348.3282886700415;80.72116249875023;39.43801300341556
2016-01-02 08:00:00;64.2888943482975;379.7242234189246;80.48893848301316;40.04658256684985
2016-01-02 09:00:00;67.77707247276452;395.5595952055419;80.62040674940931;39.69030708403608
2016-01-02 10:00:00;69.39684365217167;410.1527904628087;80.3899535288092;39.97282695874037
2016-01-02 11:00:00;69.88469476411855;418.1416604488617;80.27417458614497;40.35056944535768
2016-01-02 12:00:00;69.25995375655673;422.3750825812833;80.0875301867664;40.917410742659
2016-01-02 13:00:00;70.22511779601156;427.37502140266866;80.37701845069921;41.12556559371524
2016-01-02 14:00:00;70.10631796968173;426.7945160732562;80.4961936830428;41.25779735499509
2016-01-02 15:00:00;70.83305707156724;430.39205439933966;80.57810943008946;41.26427594697094
2016-01-02 16:00:00;71.52634493830118;437.1317457230123;80.46877245158629;41.382217002332595
2016-01-02 17:00:00;71.41392585762856;438.76865431061987;80.44529774919283;41.56573498970556
2016-01-02 18:00:00;71.8704791609118;441.79816281632105;80.54548006980036;41.68563084601129
2016-01-02 19:00:00;71.90074694932649;442.59001552271724;80.50824693873346;41.701531912785526
2016-01-02 20:00:00;70.33497182963079;436.11701148739;80.48216015206907;41.95709250346505
2016-01-02 21:00:00;69.98666619564378;435.0700783256055;80.4895274805595;42.063052210363026
2016-01-02 22:00:00;69.40507760895929;429.68836302183286;80.59802376147621;42.013578986295954
2016-01-02 23:00:00;68.54384392001181;426.30207261407014;80.39571250693115;41.98746421008468
2016-01-03 00:00:00;69.09697352945443;429.93027883615196;80.32328656382407;41.931746377773266
2016-01-03 01:00:00;70.50161830030069;437.94155245357166;80.44059463669214;41.985148669910075
2016-01-03 02:00:00;69.62729922227959;434.98323961201754;80.25802114303048;42.021163048732205
2016-01-03 03:00:00;72.21362693693396;445.68475438322326;80.46761091575684;41.76271098310315
2016-01-03 04:00:00;72.45259241344604;448.0131530058552;80.49009659830705;41.8590957395636
2016-01-03 05:00:00;74.6914592742508;461.7173833749111;80.51717106802636;41.874510803655994
2016-01-03 06:00:00;75.95045694767289;468.6319511229108;80.70125225606228;41.9869850956232
2016-01-03 07:00:00;78.95873057565701;487.0661529929268;80.72601569309182;42.0016239024917
2016-01-03 08:00:00;81.83718715376031;505.5101654468779;80.7956253946632;42.12395693626348
2016-01-03 09:00:00;85.34928686242536;529.2029553251309;80.79555151441878;42.26996092539633
2016-01-03 10:00:00;86.63931819351095;538.500022636961;80.93651754552246;42.50382462946828
2016-01-03 11:00:00;86.22114383036596;538.0602555704354;80.9454688680828;42.66702386857736
2016-01-03 12:00:00;84.7123591040467;534.9567695584234;80.67902891963604;42.852263737636065
2016-01-03 13:00:00;85.4244218228608;531.623200630907;81.28535200639027;42.90131054055553
2016-01-03 14:00:00;84.19075420339705;527.3173154284418;81.0308764591324;42.89232931359737
2016-01-03 15:00:00;81.84529857477483;517.5402102714704;80.68026672352784;42.90383230929899
2016-01-03 16:00:00;82.29908358432596;519.5472832294007;80.71118272672118;42.87201137531122
2016-01-03 17:00:00;82.79006140020192;515.23280902836;81.07556158363195;42.691877417295245
2016-01-03 18:00:00;82.4915116999976;514.229403021903;80.99153105412364;42.67164024856419
2016-01-03 19:00:00;81.29736336976924;503.8010778871641;81.03846551008252;42.49154179835136
2016-01-03 20:00:00;79.0918061891616;492.7518162331911;80.93439417551815;42.59234652164787
2016-01-03 21:00:00;78.26769725810635;486.544503845126;80.95439460774668;42.52776248081534
2016-01-03 22:00:00;76.09736423361477;473.25745957769493;80.90458066662029;42.494549438748834
2016-01-03 23:00:00;74.59805839021296;463.0943648914345;80.81632118681983;42.336733307352404
2016-01-04 00:00:00;75.4507952434907;466.17037314288694;80.83834857554837;42.17571502944912
2016-01-04 01:00:00;76.8644122016199;475.1344283594077;80.84108498477792;42.19718518575331
2016-01-04 02:00:00;75.92780278119454;471.36615422509504;80.87099235832966;42.392802787623225
2016-01-04 03:00:00;77.71311867487357;481.41300099971795;80.84475411108775;42.283725542330444
2016-01-04 04:00:00;79.85772799298387;491.8679603910231;80.93647579329877;42.15353994188058
2016-01-04 05:00:00;82.58729966576081;514.933978056898;80.6834522704151;42.37160335033366
2016-01-04 06:00:00;87.41412191489454;554.3145118430486;80.4046553741681;42.734102153264416
2016-01-04 07:00:00;92.39569585965293;594.9561443956583;79.88960889506365;42.79238565206293
2016-01-04 08:00:00;94.97775973601074;607.0910098574262;80.7529747956192;43.38166822216243
2016-01-04 09:00:00;88.22673510508056;592.8154672447159;79.20895595988344;43.657504126071785
2016-01-04 10:00:00;89.77535552281509;592.121029730527;80.10693894543817;43.8894941425267
2016-01-04 11:00:00;90.65779704478398;579.54594624895;81.30756800482658;43.94044377847456
2016-01-04 12:00:00;86.21657428902742;552.0215011853552;81.237349287276;43.92895758538344
2016-01-04 13:00:00;83.25711240782724;536.8577508984314;80.88028590661486;43.83495607775973
2016-01-04 14:00:00;82.86016409106414;529.4313555288381;81.0492680546347;43.66336308021414
2016-01-04 15:00:00;80.14060057625022;510.397455872797;80.96877088326914;43.46142553482673
2016-01-04 16:00:00;73.5969364052629;466.6299209168717;80.73963305141325;43.06407639236653
2016-01-04 17:00:00;62.11722214345177;394.76943103973286;80.51692035158948;42.929590695455886
2016-01-04 18:00:00;59.41868487764414;377.4235558475118;80.4480152002098;42.841177384791024
2016-01-04 19:00:00;57.17339599963491;363.74147310923485;80.3717732474488;42.824874715172655
2016-01-04 20:00:00;55.486465901383674;352.19809784299207;80.25717204551074;42.62382097266976
2016-01-04 21:00:00;53.98951475269287;342.52952077477806;80.17897415560407;42.527299716058224
2016-01-04 22:00:00;51.39324321160275;326.7509535777611;80.04598671338971;42.47422106522174
2016-01-04 23:00:00;50.38582712472743;320.1553063629999;79.9877967692583;42.39363532967212
2016-01-05 00:00:00;50.13915478615648;318.83630044852015;79.90623988724383;42.34137750020051
2016-01-05 01:00:00;50.78896758670759;323.2622486337481;79.88563323074123;42.35493418291031
2016-01-05 02:00:00;51.66790777121779;325.75126366114523;80.10776128768777;42.21923999116399
2016-01-05 03:00:00;53.177089354538325;332.3644818254594;80.09736377266529;41.878043402693436
2016-01-05 04:00:00;55.03371302168612;343.48125756353033;80.26124817923704;41.987663821855335
